ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag
TKT01458,chat,Great service and clear communication from the support team. My ticket number is 14492. I appreciate the quick response.,positive,19,0
TKT01459,app,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT01460,email,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT01461,social,I like the new profile update and it is easy to use.,positive,12,0
TKT01462,social,I need help finding the invoice for my last order.,neutral,10,0
TKT01463,app,The internet speed is slow and customer care is not helping.,negative,11,0
TKT01464,app,Please provide the steps to activate notifications.,neutral,7,0
TKT01465,social,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT01466,email,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT01467,social,The app experience is smooth and reliable. I appreciate the quick response.,positive,12,0
TKT01468,app,I am satisfied with the plan and would recommend it to others. My ticket number is 71567.,positive,17,0
TKT01469,email,The insurance policy is working well and I am happy with the service.,positive,13,0
TKT01470,email,Please tell me how to update my account details. My ticket number is 72978.,neutral,14,0
TKT01471,phone,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT01472,email,I am very unhappy because my subscription has not worked since three days ago. Please respond as soon as possible.,negative,20,1
TKT01473,social,I need help finding the invoice for my last order.,neutral,10,0
TKT01474,phone,Can you confirm whether my ticket has been assigned? My ticket number is 36502.,neutral,14,0
TKT01475,social,The delivery was late and the package arrived damaged.,negative,9,1
TKT01476,phone,The delivery was late and the package arrived damaged. My ticket number is 84467.,negative,14,0
TKT01477,phone,The refund process was fast and convenient.,positive,7,0
TKT01478,app,The product quality is bad and I regret purchasing it.,negative,10,1
TKT01479,app,I want to cancel because the service quality is poor and unreliable. My ticket number is 47613. Please respond as soon as possible.,negative,23,1
TKT01480,email,The app experience is smooth and reliable. My ticket number is 58360.,positive,12,0
TKT01481,social,Your support team resolved my issue quickly. Thank you. My ticket number is 62762.,positive,14,0
TKT01482,phone,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT01483,app,I need help finding the invoice for my last order.,neutral,10,0
TKT01484,phone,I want to understand the warranty terms for this product. My ticket number is 28972. Please respond as soon as possible.,neutral,21,1
TKT01485,app,Please tell me how to update my account details.,neutral,9,0
TKT01486,social,The account keeps failing and support has not resolved my issue. My ticket number is 19656.,negative,16,0
TKT01487,social,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT01488,email,The installation was completed on time and everything works perfectly. My ticket number is 44562.,positive,15,0
TKT01489,phone,The installation was completed on time and everything works perfectly.,positive,10,0
TKT01490,chat,The refund process was fast and convenient.,positive,7,0
TKT01491,email,I am very unhappy because my insurance policy has not worked since yesterday. My ticket number is 35952.,negative,18,0
TKT01492,email,Great service and clear communication from the support team.,positive,9,0
TKT01493,email,I need information about the payment process.,neutral,7,0
TKT01494,app,The internet speed is slow and customer care is not helping. My ticket number is 46030.,negative,16,0
TKT01495,phone,Can you confirm whether my ticket has been assigned? My ticket number is 23705.,neutral,14,0
TKT01496,app,The refund process was fast and convenient. My ticket number is 29984.,positive,12,0
TKT01497,social,Can you share the status of my service plan request? My ticket number is 68947.,neutral,15,0
TKT01498,email,I need help finding the invoice for my last order.,neutral,10,0
TKT01499,phone,The refund process was fast and convenient.,positive,7,0
TKT01500,email,Billing is incorrect and I was charged twice this month.,negative,10,1
